"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","101535","Sanity","chromium","Mon Jul 07 14:42:04 IST 2025","broken","Mon Jul 07 14:43:46 IST 2025","","testcases\End2End.spec.ts","",""
